,job_title,company,job_app_link
33,"<h3 class=""base-search-card__title"">
            
        Software Engineer
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/brellium?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            Brellium
          </a>
</h4>","
            Brellium
          "
34,"<h3 class=""base-search-card__title"">
            
        Software Engineer
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/twitch-tv?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            Twitch
          </a>
</h4>","
            Twitch
          "
35,"<h3 class=""base-search-card__title"">
            
        Software Engineer - Backend / Fullstack
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/vellumai?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            Vellum
          </a>
</h4>","
            Vellum
          "
36,"<h3 class=""base-search-card__title"">
            
        University Grad 2025: Software Engineer - Frontend
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/ramp?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            Ramp
          </a>
</h4>","
            Ramp
          "
37,"<h3 class=""base-search-card__title"">
            
        Software Developer(Entry/Junior Level)
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/synergisticit?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            SynergisticIT
          </a>
</h4>","
            SynergisticIT
          "
38,"<h3 class=""base-search-card__title"">
            
        Software Engineer Intern, Web
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/robinhood?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            Robinhood
          </a>
</h4>","
            Robinhood
          "
39,"<h3 class=""base-search-card__title"">
            
        Software Engineer - Fullstack, Multiple Locations
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/microsoft?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            Microsoft
          </a>
</h4>","
            Microsoft
          "
40,"<h3 class=""base-search-card__title"">
            
        2025 Intern - Software Engineer
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/adobe?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            Adobe
          </a>
</h4>","
            Adobe
          "
41,"<h3 class=""base-search-card__title"">
            
        Front-End Engineer
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/amazon-web-services?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            Amazon Web Services (AWS)
          </a>
</h4>","
            Amazon Web Services (AWS)
          "
42,"<h3 class=""base-search-card__title"">
            
        Full Stack Developer
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/vivid-mortgages-inc?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            Vivid Mortgages Inc
          </a>
</h4>","
            Vivid Mortgages Inc
          "
43,"<h3 class=""base-search-card__title"">
            
        Junior Frontend Engineer
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/yourstake?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            YourStake
          </a>
</h4>","
            YourStake
          "
44,"<h3 class=""base-search-card__title"">
            
        Jr Developer
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/pennycoder?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            PENNYCODER
          </a>
</h4>","
            PENNYCODER
          "
45,"<h3 class=""base-search-card__title"">
            
        Software Engineer, Enterprise
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/notionhq?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            Notion
          </a>
</h4>","
            Notion
          "
46,"<h3 class=""base-search-card__title"">
            
        Software Engineer: Full Stack
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/tarsal?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            Tarsal
          </a>
</h4>","
            Tarsal
          "
47,"<h3 class=""base-search-card__title"">
            
        Full-Stack Software Engineer
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/ekho-dealer?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            Ekho (YC S22)
          </a>
</h4>","
            Ekho (YC S22)
          "
48,"<h3 class=""base-search-card__title"">
            
        Software Engineer
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/middesk?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            Middesk
          </a>
</h4>","
            Middesk
          "
49,"<h3 class=""base-search-card__title"">
            
        Internship - Developer
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/virtu-financial?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            Virtu Financial
          </a>
</h4>","
            Virtu Financial
          "
50,"<h3 class=""base-search-card__title"">
            
        Software Engineer, New Grad
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/palantir-technologies?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            Palantir Technologies
          </a>
</h4>","
            Palantir Technologies
          "
51,"<h3 class=""base-search-card__title"">
            
        Software Developer(Entry/Junior Level)
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/synergisticit?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            SynergisticIT
          </a>
</h4>","
            SynergisticIT
          "
52,"<h3 class=""base-search-card__title"">
            
        Software Engineer
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/warpdotdev?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            Warp
          </a>
</h4>","
            Warp
          "
53,"<h3 class=""base-search-card__title"">
            
        Front-End Software Engineer (Remote)
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/bask-health?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            Bask Health
          </a>
</h4>","
            Bask Health
          "
54,"<h3 class=""base-search-card__title"">
            
        Remote Software Developer - Junior
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/synergisticit?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            SynergisticIT
          </a>
</h4>","
            SynergisticIT
          "
55,"<h3 class=""base-search-card__title"">
            
        Full Stack Engineer, Atlas
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/stripe?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            Stripe
          </a>
</h4>","
            Stripe
          "
56,"<h3 class=""base-search-card__title"">
            
        Backend Engineer (Go)
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/porterrun?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            Porter
          </a>
</h4>","
            Porter
          "
57,"<h3 class=""base-search-card__title"">
            
        Software Engineer (Front End)
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/auxilius?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            Auxilius
          </a>
</h4>","
            Auxilius
          "
58,"<h3 class=""base-search-card__title"">
            
        Fullstack Developer (Node.JS &amp; React)
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/mindpal-co?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            MindPal
          </a>
</h4>","
            MindPal
          "
59,"<h3 class=""base-search-card__title"">
            
        Fullstack Developer (Node.JS &amp; React)
      
          </h3>","<h4 class=""base-search-card__subtitle"">
<a class=""hidden-nested-link"" data-tracking-client-ingraph="""" data-tracking-control-name=""public_jobs_jserp-result_job-search-card-subtitle"" data-tracking-will-navigate="""" href=""https://www.linkedin.com/company/mindpal-co?trk=public_jobs_jserp-result_job-search-card-subtitle"">
            MindPal
          </a>
</h4>","
            MindPal
          "
